Leading protein IDs	Protein name	Gene name	Protein ID	Name	id	MW(kDa)	Coverage_T4T5 (%)	Peptide_count_T4T5	Peptide_ids_T4T5	Evidence_count_T4T5	Evidence_ids_T4T5	Spectral_count_T4T5	Spectrum_ids_T4T5	log10(expression)_original_T4T5	log10(expression)_normalized_T4T5	log10(expression)_imputed_T4T5	log2(ratio)_original_T4T5	log2(ratio)_normalized_T4T5	log2(ratio)_imputed_T4T5	Enriched - T4T5
M9PAZ4;Q59E11;Q7YTY8;Q8MQR5;Q9VPV8	IA-2 protein tyrosine phosphatase, isoform E;IA-2 protein tyrosine phosphatase, isoform D;GH05223p;GH26549p (Fragment);IA-2 protein tyrosine phosphatase, isoform C	IA-2	M9PAZ4;Q59E11;Q7YTY8;Q8MQR5;Q9VPV8;Q9BKN7;Q9BKN7;Q9BKN7;Q9BKN7;Q9BKN7	M9PAZ4;Q59E11;Q7YTY8;Q8MQR5;Q9VPV8	202	147.105	3.6	4	439;463;622;1961	5	668;701;702;957;3348	4	603;633;864;3180	7.42789165070888	7.27137437448663	7.27137437448663	2.20621713142795	0.789805557854615	0.789805557854615	0
M9NE01;Q27889	Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase 2B catalytic subunit 2	CANA1;PP2B-14D	M9NE01;Q27889;A0A0B4K6N5;A0A0B4K6V6;P48456;Q7JPT8;A0A0B4K6N5;A0A0B4K6V6;P48456;Q7JPT8	M9NE01;PP2B2	170	63.101	8.1	4	980;993;1733;1974	4	1550;1574;2879;3370	4	1414;1435;2700;3199	7.4277619185898	7.27124464236755	7.27124464236755	2.13067645513028	0.714264881556944	0.714264881556944	0
M9PD18;P48602;V9GZU6	H(+)-transporting two-sector ATPase;V-type proton ATPase catalytic subunit A isoform 1;H(+)-transporting two-sector ATPase	VHA68-1;VHA68-2;VHA68-3	M9PD18;P48602;V9GZU6;A4V0N4;Q27331;Q8MLX7;Q8MXF7;Q8T464;Q9VK47;A4V0N4;Q27331;Q8MLX7;Q8MXF7;Q8T464;Q9VK47;A4V0N4;Q27331;Q8MLX7;Q8MXF7;Q8T464;Q9VK47	M9PD18;VATA1;V9GZU6	67	68.376	18.6	8	87;170;630;1399;1652;1907;2644;3077	8	87;234;971;2286;2736;3251;4544;5293	6	215;878;2570;3090;4291;5026	7.42538747459996	7.26887019837771	7.26887019837771	-0.267987805758981	-1.68439937933231	-1.68439937933231	0
L0MPZ1	Bent, isoform H	BT	L0MPZ1;D1YSG0;L0MN91;Q6NR91;Q7KQP6;X2JD89	L0MPZ1	225	941.131	0.4	3	1058;1995;2081	3	1672;3399;3541	3	1521;3224;3362	7.42267189832729	7.26615462210504	7.26615462210504			6.26075875703054	1
A0A0B4LFH8;E2QCF1;Q6AWP8;Q7KN85	ATP-citrate synthase;ATP-citrate synthase;ATP-citrate synthase;ATP-citrate synthase	ATPCL	A0A0B4LFH8;E2QCF1;Q6AWP8;Q7KN85;Q7JNC6;Q7JNC6;Q7JNC6;Q7JNC6	A0A0B4LFH8;E2QCF1;Q6AWP8;Q7KN85	136	119.819	5.7	5	1048;1449;2530;2627;3029	5	1655;2390;4365;4520;5183	5	1507;1508;4130;4270;4886	7.42262266510239	7.26610538888014	7.26610538888014	2.30471650881719	0.888304935243854	0.888304935243854	0
Q5LJX8;Q7PLW1;Q8SXS9	Zydeco, isoform F;RE28359p;RE34149p	ZYD	Q5LJX8;Q7PLW1;Q8SXS9;A0A021WZA4;Q5LJX7;A0A021WZA4;Q5LJX7;A0A021WZA4;Q5LJX7	Q5LJX8;Q7PLW1;Q8SXS9	271	58.408	5	3	424;590;701	3	644;907;1098	2	581;989	7.42143939022005	7.2649221139978	7.2649221139978	2.43860630091434	1.02219472734101	1.02219472734101	1
A0A343ASV4;B2LAQ0;C7DZL9;J7FM77;J9TI24;P18929;Q9MGN3;Q9MGN8;V9H007	NADH-ubiquinone oxidoreductase chain 1;NADH-ubiquinone oxidoreductase chain 1 (Fragment);NADH-ubiquinone oxidoreductase chain 1;NADH-ubiquinone oxidoreductase chain 1;NADH-ubiquinone oxidoreductase chain 1;NADH-ubiquinone oxidoreductase chain 1;NADH-ubiquinone oxidoreductase chain 1;NADH-ubiquinone oxidoreductase chain 1;NADH dehydrogenase subunit 1 (Fragment)	MT:ND1;NAD1;ND1	A0A343ASV4;B2LAQ0;C7DZL9;J7FM77;J9TI24;P18929;Q9MGN3;Q9MGN8;V9H007	A0A343ASV4;B2LAQ0;C7DZL9;J7FM77;J9TI24;NU1M;Q9MGN3;Q9MGN8;V9H007	725	35.909	2.6	1	2845	1	4896	1	4628	7.42048384642004	7.26396657019779	7.26396657019779	#NUM!	#NUM!	7.16544289825749	1
H9XVP0;L0MLK7;P28167	Zn finger homeodomain 2, isoform B;Zn finger homeodomain 2, isoform C;Zinc finger protein 2	ZFH2	H9XVP0;L0MLK7;P28167	H9XVP0;L0MLK7;ZFH2	815	331.762	0.4	1	707	1	1106	1	998	7.41609105194255	7.2595737757203	7.2595737757203	-1.91949477127425	-3.33590634484758	-3.33590634484758	0
C8VUZ1;E8NH92;Q8IRH0;Q8IRH1;Q9W0E4	Aminopeptidase;AT07754p;LP21249p;FI19310p1;Aminopeptidase	;PSA;PSA-RA;PSA-RC	C8VUZ1;E8NH92;Q8IRH0;Q8IRH1;Q9W0E4;Q6AWR8;Q9GPG3;Q6AWR8;Q9GPG3;Q6AWR8;Q9GPG3;Q6AWR8;Q9GPG3;Q6AWR8;Q9GPG3	C8VUZ1;E8NH92;Q8IRH0;Q8IRH1;Q9W0E4	49	99.313	12.6	11	182;297;533;706;1183;1276;1664;1942;2015;2248;3093	11	248;441;825;1104;1860;2017;2752;3312;3437;3849;5318	11	229;400;745;996;1711;1871;2583;3150;3263;3638;5048	7.41555758201171	7.25904030578946	7.25904030578946	3.18932728996869	1.77291571639535	1.77291571639535	1
A2RVH3;A8DZ14;P15278;P15278-2;Q8INX7;X2J6N7;X2JAT7	IP17819p;FI17828p1;Fasciclin-3;Fasciclin-3, Isoform B;Fasciclin 3, isoform C;Fasciclin 3, isoform F;Fasciclin 3, isoform G	FAS3	A2RVH3;A8DZ14;P15278;P15278-2;Q8INX7;X2J6N7;X2JAT7	A2RVH3;A8DZ14;FAS3;FAS3;Q8INX7;X2J6N7;X2JAT7	261	45.893	7.5	3	266;1166;2852	3	383;1832;4907	3	346;1686;4636	7.41005139755045	7.2535341213282	7.2535341213282	4.12288543198812	2.70647385841478	2.70647385841478	1
A0A0B4LG95;A0A0B4LGC6;Q7K274;Q8MLS7	Lethal (2) k09913, isoform F;Lethal (2) k09913, isoform G;LD15586p;Lethal (2) k09913, isoform D	L(2)K09913	A0A0B4LG95;A0A0B4LGC6;Q7K274;Q8MLS7	A0A0B4LG95;A0A0B4LGC6;Q7K274;Q8MLS7	455	44.116	2.8	1	1037	1	1639	1	1491	7.40849436021236	7.25197708399011	7.25197708399011	#NUM!	#NUM!	6.74530972235558	1
Q9VR25	Factor of interpulse interval	FIPI	Q9VR25	Q9VR25	152	50.712	12	5	316;1177;1208;1346;2564	5	481;1849;1895;2201;4420	5	433;1701;1745;2081;4180	7.40536343787697	7.24884616165472	7.24884616165472			6.90256731219839	1
C6SUV6;C7LA69;O16797	LP14077p (Fragment);RE52161p;60S ribosomal protein L3	RPL3;RPL3-RA;RPL3-RB	C6SUV6;C7LA69;O16797;E0R984;E0R984;E0R984	C6SUV6;C7LA69;RL3	178	47.132	10	4	141;821;1951;2239	4	186;1294;3328;3839	4	178;1176;3164;3628	7.40336077576552	7.24684349954328	7.24684349954328	1.76127689556454	0.344865321991208	0.344865321991208	0
O62621	Coatomer subunit beta'	BETA'COP	O62621	COPB2	364	102.713	2.1	2	2086;2747	2	3550;4730	2	3369;4475	7.39803656346407	7.24151928724182	7.24151928724182	2.38737760844871	0.970966034875374	0.970966034875374	0
M9NEL1;Q9VXF1	Serine/threonine-protein phosphatase;Serine/threonine-protein phosphatase 2B catalytic subunit 3	CANA-14F;CANA1	M9NEL1;Q9VXF1;A0A0B4K6N5;A0A0B4K6V6;P48456;A0A0B4K6N5;A0A0B4K6V6;P48456	M9NEL1;PP2B3	169	64.285	9.9	5	980;993;1228;1485;1974	5	1550;1574;1930;2447;3370	5	1414;1435;1777;2295;3199	7.39707054995941	7.24055327373716	7.24055327373716	2.51328399264174	1.0968724190684	1.0968724190684	1
P36975;P36975-3	Synaptosomal-associated protein 25;Synaptosomal-associated protein 25, Isoform C	SNAP25	P36975;P36975-3	SNP25;SNP25	209	23.685	20.3	4	579;1144;1945;2028	4	889;1805;3315;3459	4	806;1662;3153;3283	7.39287274540208	7.23635546917983	7.23635546917983	2.1882683141855	0.771856740612166	0.771856740612166	0
A0A499GGQ3;Q7KT97;Q8T7V5	Nicotinic acetylcholine receptor alpha5, isoform I;Nicotinic acetylcholine receptor alpha5, isoform B;Nicotinic acetylcholine receptor Dalpha5 subunit	NACHRALPHA5	A0A499GGQ3;Q7KT97;Q8T7V5	A0A499GGQ3;Q7KT97;Q8T7V5	305	94.747	2.6	2	1101;2397	3	1747;1748;4093	3	1608;1609;3854	7.3920106831955	7.23549340697325	7.23549340697325			6.72679671413206	1
Q7JPS2;Q95T29	Igloo, isoform A;GEO06276p1	IGL	Q7JPS2;Q95T29	Q7JPS2;Q95T29	301	24.969	11.7	2	102;2673	2	112;4598	2	102;4346	7.39017531022867	7.23365803400642	7.23365803400642	0.386860443211337	-1.029551130362	-1.029551130362	0
Q8MR94	Phosphoinositide 5-phosphatase (Fragment)	SYNJ	Q8MR94;Q5U0V7	Q8MR94	53	105.687	15.3	11	288;375;469;610;932;1366;1786;1886;2109;2532;2699	11	423;568;706;940;1476;2231;2957;3220;3584;4368;4656	11	380;513;636;846;1351;2104;2763;3064;3398;4133;4405	7.38756777941719	7.23105050319494	7.23105050319494	2.52019947593034	1.10378790235701	1.10378790235701	1
M9PF16	Spectrin beta chain	BETA-SPEC;BETA-SPEC-RA	M9PF16;M9PHG4;Q00963;X4YME1	M9PF16	10	267.627	12.6	25	332;359;492;908;1092;1094;1106;1279;1472;1567;1636;1669;1771;1971;2021;2120;2140;2157;2368;2386;2600;2701;2787;2969;3016	25	504;545;763;1440;1735;1739;1754;2023;2423;2594;2708;2757;2937;3367;3446;3612;3656;3688;4045;4078;4476;4660;4801;5090;5163	24	458;491;691;1321;1596;1600;1615;1876;2277;2443;2548;2588;2746;3196;3271;3424;3461;3487;3814;4233;4408;4541;4802;4869	7.38546327245053	7.22894599622828	7.22894599622828	1.6099859632514	0.193574389678068	0.193574389678068	0
M9PH99;P20228	Glutamic acid decarboxylase 1, isoform D;Glutamate decarboxylase	B;GAD1	M9PH99;P20228;Q24062;X2J8B3;Q24062;X2J8B3	M9PH99;DCE	166	57.819	10.2	5	82;1044;1570;1626;2215	5	77;1647;2600;2688;3794	5	69;1500;2447;2532;3581	7.38106090338289	7.22454362716064	7.22454362716064	2.29584999093498	0.879438417361644	0.879438417361644	0
Q7K5K3	Pyruvate dehydrogenase E1 component subunit beta	PDHB	Q7K5K3;Q8IGJ4;Q8IML6	Q7K5K3	108	39.351	14.5	5	287;416;957;2543;2860	5	422;631;1514;4384;4918	5	379;570;1385;4146;4645	7.38078991532407	7.22427263910182	7.22427263910182	1.11180762664367	-0.30460394692966	-0.30460394692966	0
Q8IGA2;Q8INK3;Q9VGM2	SD12036p (Fragment);Fatty acid binding protein, isoform C;Fatty acid binding protein, isoform B	FABP	Q8IGA2;Q8INK3;Q9VGM2;Q8INK2;Q8INK2;Q8INK2	Q8IGA2;Q8INK3;Q9VGM2	285	15.837	21.8	3	651;1522;2312	3	1005;2527;3956	3	905;2378;3732	7.37725159647804	7.22073432025579	7.22073432025579	3.12780599789933	1.71139442432599	1.71139442432599	1
P13060	Eukaryotic translation elongation factor 2	EEF2	P13060	EF2	157	94.459	5.6	5	447;869;2413;2436;2876	6	679;680;1377;4116;4209;4938	6	613;614;1263;3874;3982;4661	7.36921585741014	7.21269858118789	7.21269858118789	1.52065051606847	0.104238942495134	0.104238942495134	0
A0A0B4KGD9;A0A0B4KGR0;Q9VHZ7	Uncharacterized protein, isoform C;Uncharacterized protein, isoform B;LD29844p	DMEL\CG2993	A0A0B4KGD9;A0A0B4KGR0;Q9VHZ7	A0A0B4KGD9;A0A0B4KGR0;Q9VHZ7	619	61.894	3.9	1	2088	1	3732	1	3526	7.36867729541279	7.21216001919054	7.21216001919054	-2.4905149896612	-3.90692656323453	-3.90692656323453	0
Q7KJ08	Receptor protein-tyrosine kinase	ALK	Q7KJ08;Q8SWV4	Q7KJ08	216	185.579	3.2	4	745;1347;1819;2745	4	1180;2202;3009;4728	4	1073;2082;2804;4473	7.36436335461573	7.20784607839348	7.20784607839348	4.45336956635428	3.03695799278095	3.03695799278095	1
F0JAP1;Q8STG9	LP19279p;DSec61alpha	SEC61ALPHA;SEC61ALPHA-RA	F0JAP1;Q8STG9	F0JAP1;Q8STG9	486	46.02	2.1	1	1214	1	1904	1	1754	7.36410052130694	7.20758324508469	7.20758324508469	#NUM!	#NUM!	5.86768464968546	1
E2QCY9;E2QCZ0;Q24546;Q24546-3;Q5BIE8	Synapsin, isoform D;Synapsin, isoform E;Synapsin;Synapsin, Isoform C;RE44971p	SYN	E2QCY9;E2QCZ0;Q24546;Q24546-3;Q5BIE8	E2QCY9;E2QCZ0;SYN;SYN;Q5BIE8	206	109.334	5.1	4	468;2129;2586;3059	4	705;3631;4456;5272	3	635;3441;5006	7.36161452702485	7.2050972508026	7.2050972508026	0.671742508218427	-0.744669065354907	-0.744669065354907	0
P12370	cAMP-dependent protein kinase catalytic subunit 1	;DMEL\CG12069;PKA-C1	P12370;Q4QPP7;Q9VA47	KAPC1	211	40.839	9.1	4	601;1159;1929;2936	4	924;1822;3292;5037	3	1679;3133;4750	7.36104753819558	7.20453026197333	7.20453026197333	-0.619836032567909	-2.03624760614124	-2.03624760614124	0
C7LA76;F3YDH1;F3YDI6;O97125;P02825;P82910;Q8INI8;Q9BIR7;Q9BIS2;Q9VG58	LP11008p;LP11561p;LP03941p;Heat shock protein 68;Major heat shock 70 kDa protein Ab;Major heat shock 70 kDa protein Aa;Major heat shock 70 kDa protein Ba;Major heat shock 70 kDa protein Bc;Major heat shock 70 kDa protein Bb;Major heat shock 70 kDa protein Bbb	;HSC70-2;HSP68;HSP70AA;HSP70AB;HSP70AB-RA;HSP70BA;HSP70BA-RA;HSP70BB;HSP70BBB;HSP70BBB-RA;HSP70BC	C7LA76;F3YDH1;F3YDI6;O97125;P02825;P82910;Q8INI8;Q9BIR7;Q9BIS2;Q9VG58;P11146;Q95NM1;P11146;Q95NM1;P11146;Q95NM1;P11146;Q95NM1;P11146;Q95NM1;P11146;Q95NM1;P11146;Q95NM1;P11146;Q95NM1;P11146;Q95NM1;P11146;Q95NM1	C7LA76;F3YDH1;F3YDI6;HSP68;HSP71;HSP70;HSP72;HSP75;HSP73;HSP74	230	70.181	4.2	2	1221;2737	3	1916;1917;4715	3	1764;1765;4462	7.35901352810456	7.20249625188232	7.20249625188232	0.374805613639852	-1.04160595993348	-1.04160595993348	0
E8NHB5;P04755	RE35042p;Acetylcholine receptor subunit beta-like 1	NACHRBETA1;NACRBETA-64B-RA	E8NHB5;P04755	E8NHB5;ACH3	347	59.916	3.6	2	1868;1884	2	3194;3218	2	3040;3062	7.35680955819398	7.20029228197173	7.20029228197173			6.24980088638034	1
M9PBI5;M9PDQ0;M9PGV6;P13395	Alpha spectrin, isoform C;Alpha spectrin, isoform D;Alpha spectrin, isoform B;Spectrin alpha chain	ALPHA-SPEC	M9PBI5;M9PDQ0;M9PGV6;P13395	M9PBI5;M9PDQ0;M9PGV6;SPTCA	11	281.32	11.5	25	85;172;269;335;362;418;419;443;445;446;473;500;524;551;822;1100;1440;1541;1573;1600;1677;1787;1896;2155;3024	25	82;236;388;507;551;634;636;673;676;677;719;776;813;849;1296;1746;2378;2557;2605;2646;2768;2958;3235;3685;5177	23	74;217;350;461;494;573;574;607;610;611;646;702;734;768;1177;1607;2406;2452;2489;2599;2764;3485;4880	7.35539404462317	7.19887676840092	7.19887676840092	1.23400157669916	-0.182409996874172	-0.182409996874172	0
M9PEV2;Q9VSS9	Uncharacterized protein, isoform B;RE40614p	DMEL\CG5087;NM_140022.1	M9PEV2;Q9VSS9	M9PEV2;Q9VSS9	544	123.706	0.7	1	1589	1	2633	1	2477	7.35499150297848	7.19847422675623	7.19847422675623	#NUM!	#NUM!	6.51613154585841	1
A8JNL4;A8JNL6;M9PE98;P91621;X2JC30	Still life, isoform N;Still life, isoform I;Still life, isoform M;Protein still life, isoform SIF type 1;Still life, isoform O	SIF	A8JNL4;A8JNL6;M9PE98;P91621;X2JC30;M9PBR2;P91620;P91620-1;A0A0S0WGZ0;A8JNL5;M9PHI5;Q8IQ62;X2JCJ4;M9PBR2;P91620;P91620-1;A0A0S0WGZ0;A8JNL5;M9PHI5;Q8IQ62;X2JCJ4;M9PBR2;P91620;P91620-1;A0A0S0WGZ0;A8JNL5;M9PHI5;Q8IQ62;X2JCJ4;M9PBR2;P91620;P91620-1;A0A0S0WGZ0;A8JNL5;M9PHI5;Q8IQ62;X2JCJ4;M9PBR2;P91620;P91620-1;A0A0S0WGZ0;A8JNL5;M9PHI5;Q8IQ62;X2JCJ4	A8JNL4;A8JNL6;M9PE98;SIF1;X2JC30	79	232.107	5.4	8	451;1265;1858;2179;2986;2994;3011;3118	8	685;2005;3180;3727;5121;5133;5157;5353	8	618;1860;3026;3521;4834;4844;4864;5079	7.35177698731776	7.19525971109551	7.19525971109551	1.41826834454728	0.001856770973943	0.001856770973943	0
A0A0B4LFR4;Q7K110	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2;Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2	OSTDELTA	A0A0B4LFR4;Q7K110	A0A0B4LFR4;Q7K110	193	69.101	7.3	4	300;1673;2626;2844	4	446;2762;4519;4895	3	405;2593;4269	7.35177698731776	7.19525971109551	7.19525971109551	1.94502069024849	0.528609116675152	0.528609116675152	0
E2QD26	Phosphopantothenoylcysteine synthetase, isoform C	PPCS	E2QD26;Q7KN99	E2QD26	294	42.538	5.6	2	878;2853	2	1390;4908	2	1277;4637	7.35079054742646	7.19427327120421	7.19427327120421	0	-1.41641157357333	-1.41641157357333	0
Q9VE46	High-affinity choline transporter 1	CHT	Q9VE46	SC5A7	234	66.893	7.8	3	1275;1277;2775	3	2016;2018;4783	3	1870;1872;4523	7.35077118305317	7.19425390683092	7.19425390683092	2.80551549754958	1.38910392397624	1.38910392397624	1
Q95TK5	LD44914p	DMEL\CG1635	Q95TK5	Q95TK5	146	51.122	12.7	5	212;1464;2621;2812;3138	5	293;2410;4513;4838;5392	5	269;2265;4264;4575;5136	7.34953006379626	7.19301278757401	7.19301278757401			6.54368243836991	1
E1JHR5;P15007;P15007-2	2-phospho-D-glycerate hydro-lyase;Enolase;Enolase, Isoform A	ENO	E1JHR5;P15007;P15007-2	E1JHR5;ENO;ENO	81	46.662	18.7	6	62;386;561;1415;1810;2288	7	42;584;863;2326;2997;3917;3918	5	35;528;780;3697;3698	7.34516388524445	7.1886466090222	7.1886466090222	-1.65165783373709	-3.06806940731042	-3.06806940731042	0
Q94523	Succinate dehydrogenase [ubiquinone] flavoprotein subunit, mitochondrial	SDHA	Q94523	SDHA	64	72.343	17.5	9	48;115;295;383;510;685;1071;1497;2360	9	16;132;438;577;792;1071;1696;2466;4034	9	14;119;398;522;715;963;1542;2312;3804	7.34279759145937	7.18628031523712	7.18628031523712	0.924672352250324	-0.49173922132301	-0.49173922132301	0
Q24253	AP complex subunit beta	AP-1-2BETA	Q24253;Q960F2	Q24253	126	101.18	5.9	6	361;763;982;2887;2955;3106	6	549;1205;1553;4954;5067;5335	6	493;1095;1417;4675;4780;5063	7.341612558712	7.18509528248975	7.18509528248975	1.23440840300439	-0.182003170568948	-0.182003170568948	0
M9NCQ1;Q9VQ52	Uncharacterized protein, isoform B;GH27779p	CG15359;DMEL\CG31663	M9NCQ1;Q9VQ52	M9NCQ1;Q9VQ52	165	102.803	5.2	5	811;1729;1834;2400;2623	5	1279;2874;3040;4097;4515	5	1162;2695;2830;3858;4266	7.33970975477983	7.18319247855758	7.18319247855758	2.89526859423304	1.47885702065971	1.47885702065971	1
Q9VD58	GH26270p	IDH3B	Q9VD58	Q9VD58	272	40.382	8.9	3	425;1111;1455	3	646;1759;2397	3	583;1620;2252	7.33613939860856	7.17962212238631	7.17962212238631	1.75742713481498	0.341015561241645	0.341015561241645	0
Q9V396	Carbonic anhydrase	CAH1	Q9V396	Q9V396	259	29.953	17	3	2188;2277;2589	3	3749;3901;4461	2	3542;3683	7.33551807589423	7.17900079967198	7.17900079967198	-2.80704291520669	-4.22345448878002	-4.22345448878002	0
M9PEB5;Q9VRW2	Uncharacterized protein, isoform B;Uncharacterized protein, isoform A	AMT;CG10226;CG10226-RA;DMEL\CG10226	M9PEB5;Q9VRW2;C4XVL9;Q95SM0;C4XVL9;Q95SM0	M9PEB5;Q9VRW2	90	134.105	7.3	8	273;476;752;1143;1250;1255;1515;2306	8	394;723;1189;1804;1981;1987;2514;3946	8	354;650;1081;1661;1838;1843;2368;3724	7.33274135041857	7.17622407419633	7.17622407419633	3.15122338050876	1.73481180693542	1.73481180693542	1
O18338	LD44762p	RAB1;RAB8;RAB8-RA	O18338;D5AEN5;M9NEE8;Q8MRA4	O18338	260	23.691	19.3	3	265;1590;1900	3	382;2635;3242	3	345;2479;3082	7.33266060027063	7.17614332404839	7.17614332404839			6.6240564055355	1
B5RIH0;Q8IMP6;Q8IMP6-2	Protein SPT2 homolog (Fragment);Protein SPT2 homolog;Protein SPT2 homolog, Isoform 2	CG5815	B5RIH0;Q8IMP6;Q8IMP6-2	B5RIH0;SPT2;SPT2	623	67.963	1.5	1	21	1	3659	1	3463	7.32746110930314	7.17094383308089	7.17094383308089	#NUM!	#NUM!	6.66134487932574	1
H0RNM5;Q9W3C1;X2JD07	RNA cytidine acetyltransferase;RNA cytidine acetyltransferase;RNA cytidine acetyltransferase	L(1)G0020;L(1)G0020-RA	H0RNM5;Q9W3C1;X2JD07	H0RNM5;NAT10;X2JD07	703	112.874	1.3	1	2728	1	4704	1	4452	7.31701810104811	7.16050082482586	7.16050082482586	#NUM!	#NUM!	6.52417401368707	1
A8E6M6;B7FNP2;B7YZX0;Q8INW2	GH21643p;RE03726p;Hig-anchoring scaffold protein, isoform G;Hig-anchoring scaffold protein, isoform A	CG10186;CG10186-RA;HASP	A8E6M6;B7FNP2;B7YZX0;Q8INW2;Q9VIU9;Q9VIU9;Q9VIU9;Q9VIU9	A8E6M6;B7FNP2;B7YZX0;Q8INW2	374	100.084	1.8	2	235;1073	2	335;1698	2	307;1544	7.31544551822458	7.15892824200234	7.15892824200234			5.9709362245954	1
Q6NP72	GEO09659p1	DMEL\CG13220	Q6NP72	Q6NP72	716	16.385	7.2	1	2789	1	4804	0		7.31420440554285	7.1576871293206	7.1576871293206	1.48242364066989	0.066012067096556	0.066012067096556	0
Q6NN26;Q8IQH0	RE18634p;FI12817p	NRX;NRX-IV	Q6NN26;Q8IQH0;Q94887;Q94887	Q6NN26;Q8IQH0	78	145.128	6.9	9	401;489;807;1547;1557;1660;2013;2721;2912	9	610;755;1272;2567;2579;2746;3435;4692;4997	9	552;686;1156;2416;2427;2579;3261;4442;4711	7.31232548231513	7.15580820609288	7.15580820609288	1.37914648903901	-0.037265084534321	-0.037265084534321	0
M9PHM6;Q9VS34	60S ribosomal protein L18;60S ribosomal protein L18	RPL18	M9PHM6;Q9VS34	M9PHM6;RL18	314	21.665	11.7	2	130;1993	2	154;3397	1	3222	7.31037464204761	7.15385736582536	7.15385736582536	1.31583415099151	-0.100577422581825	-0.100577422581825	0
Q9VZM5;Q9VZM5-2	GPI mannosyltransferase 3;GPI mannosyltransferase 3, Isoform B	PIG-B	Q9VZM5;Q9VZM5-2	PIGB;PIGB	647	65.007	1.2	1	2313	1	3957	1	3733	7.30582410605269	7.14930682983044	7.14930682983044	#NUM!	#NUM!	6.03072337350465	1
Q8MSR5	SD04592p	TROL	Q8MSR5	Q8MSR5	27	117.764	20	17	37;201;499;949;1006;1039;1527;1545;1867;1912;1949;2211;2251;2351;2713;2795;2901	23	276;774;1502;1503;1593;1641;2537;2563;3193;3258;3259;3260;3327;3788;3789;3790;3859;3860;3863;4023;4680;4813;4978	21	252;1373;1374;1453;1493;2387;2412;3039;3097;3098;3099;3163;3575;3576;3577;3646;3647;3793;4428;4550;4695	7.30457668876611	7.14805941254386	7.14805941254386	#NUM!	#NUM!	6.12042545422759	1
M9PCA2;M9PCG1;M9PCU4;Q9VM14	Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex;Dihydrolipoamide acetyltransferase component of pyruvate dehydrogenase complex;Dihydrolipoyllysine-residue acetyltransferase;Dihydrolipoyllysine-residue acetyltransferase	CG5261;MUC	M9PCA2;M9PCG1;M9PCU4;Q9VM14;Q7KTK9;B1PGZ9;B1PH15;B1PH16;B1PH23;B1PH25;B1PH28;B1PH37;B1PH40;B1PH55;Q1WWF8;Q7KTK9;B1PGZ9;B1PH15;B1PH16;B1PH23;B1PH25;B1PH28;B1PH37;B1PH40;B1PH55;Q1WWF8;Q7KTK9;B1PGZ9;B1PH15;B1PH16;B1PH23;B1PH25;B1PH28;B1PH37;B1PH40;B1PH55;Q1WWF8;Q7KTK9;B1PGZ9;B1PH15;B1PH16;B1PH23;B1PH25;B1PH28;B1PH37;B1PH40;B1PH55;Q1WWF8	M9PCA2;M9PCG1;M9PCU4;Q9VM14	135	50.273	11.2	5	1035;2165;2889;2894;2930	5	1636;3702;4957;4966;5029	5	1489;3498;4677;4683;4743	7.30074761246626	7.14423033624401	7.14423033624401	1.5767900189659	0.160378445392566	0.160378445392566	0
Q7JUZ0;Q9VCC4	TBC1 domain family member 7;TBC1 domain family member 7	TBC1D7	Q7JUZ0;Q9VCC4	Q7JUZ0;Q9VCC4	845	30.622	2.7	1	870	1	1380	1	1267	7.29558908899982	7.13907181277757	7.13907181277757	-2.87499796024081	-4.29140953381414	-4.29140953381414	0
Q9VFS1	Adenosine deaminase	ADGF-D	Q9VFS1	Q9VFS1	187	58.077	11.4	4	1895;2144;2567;3032	4	3233;3665;4423;5187	4	3076;3468;4185;4890	7.29528114111685	7.1387638648946	7.1387638648946			7.44979669126297	1
Q9V3Y4	LD43650p	MTCH	Q9V3Y4	Q9V3Y4	683	35.012	5.1	1	2550	1	4394	1	4154	7.29440008490981	7.13788280868756	7.13788280868756	1.35874134296568	-0.05767023060765	-0.05767023060765	0
Q9W0M4	Endoplasmic reticulum transmembrane protein	DMEL\CG13887	Q9W0M4	Q9W0M4	414	26.154	10.1	2	554;2911	2	853;4995	2	772;4709	7.29428982710072	7.13777255087847	7.13777255087847			6.48522191254752	1
Q9VAC1	Acetyl-CoA deacylase	ANON-WO0153538.36	Q9VAC1	Q9VAC1	133	51.855	6.1	3	1560;1835;2497	3	2585;3042;4311	3	2434;2831;4077	7.29360560319282	7.13708832697057	7.13708832697057	0.321838439927944	-1.09457313364539	-1.09457313364539	0
