,Domains
FBgn0283509,Cu2_monoox_C/Cu2_monooxygen
FBgn0283510,NHL
FBgn0283531,An_peroxidase/NAD_binding_6/FAD_binding_8/EF-hand_7/EF-hand_1/Ferric_reduct/EF-hand_6/EF-hand_5/EF-hand_8
FBgn0283535,vATP-synt_E
FBgn0283666,Ras/Roc/Arf/MnmE_helical/RsgA_GTPase/GTP_EFTU
FBgn0283678,DUF1676
FBgn0283680,IPK
FBgn0283728,Tetraspanin
FBgn0284084,wnt
FBgn0284221,TSP_1/Sema/TSP1_spondin/TSP1_CCN/PSI/TSP1_ADAMTS
FBgn0284244,Trypsin/DUF1986/Trypsin_2
FBgn0284247,Cadherin/Cadherin_2/Cadherin_3/RET_CLD1/Cadherin_pro/CADH_Y-type_LIR
FBgn0284248,Cytochrom_C/Cytochrome_CBB3/Cytochrom_C550
FBgn0284408,Ldl_recept_a/Ig_3/I-set/Laminin_B/ig/Ig_2/Laminin_G_1/Laminin_G_2/V-set/Laminin_EGF/Trypan_PARP/EGF
FBgn0284421,Presenilin
FBgn0284435,PAN_1/PAN_4
FBgn0284436,Cpn60_TCP1
FBgn0285896,PK_Tyr_Ser-Thr/Pkinase/Ig_3/I-set/ig/Ig_2/V-set/Ig_4/Ig_5/Izumo-Ig
FBgn0285910,vATP-synt_AC39
FBgn0285925,Fasciclin
FBgn0285944,Ion_trans/Na_trans_assoc/Na_trans_cytopl/PKD_channel/GPHH
FBgn0285955,RhoGAP/START
FBgn0285958,Alpha_L_fucos/Fucosidase_C
FBgn0285963,Peptidase_M1/ERAP1_C/Peptidase_M1_N
FBgn0286070,PH/SAM_1/PDZ/SAM_2/CRIC_ras_sig
FBgn0286071,GON/ADAMTS_CR_2/Pep_M12B_propep/TSP1_ADAMTS/Reprolysin_5/Reprolysin/TSP_1/Reprolysin_3/ADAMTS_spacer1/TSP1_spondin/ADAMTS_CR_3/Reprolysin_2/Reprolysin_4/Salp15
FBgn0286203,Cu-oxidase_3/Cu-oxidase_2/Cu-oxidase
FBgn0286782,Trypsin
FBgn0286784,AAA/AAA_lid_3/CDC48_N/RuvB_N/AAA_16/AAA_5/AAA_2/AAA_22/AAA_33/TIP49/AAA_14/CDC48_2/RNA_helicase/AAA_28/Mg_chelatase/Vps4_C/Parvo_NS1/AAA_17/ATPase/AAA_18/ATPase_2/IstB_IS21/AAA_7/ABC_tran/Bac_DnaA/AAA_24/Viral_helicase1/NB-ARC/ResIII/DUF815/TsaE/DUF2075/NACHT
FBgn0286785,Integrin_alpha2/FG-GAP/FG-GAP_3/FG-GAP_2
FBgn0286834,DUF1091
FBgn0286976,DUF1676
FBgn0286977,DUF1676
FBgn0287212,MBF2
FBgn0287234,Lectin_C
FBgn0287596,DUF753
FBgn0287767,Peptidase_M20/M20_dimer
FBgn0287775,LRR_8/LRR_4/LRR_5/LRR_1/LRR_9/TIR/TIR_2
FBgn0287828,Pkinase/PK_Tyr_Ser-Thr/C1_1/Pkinase_C
FBgn0287864,Ig_3/Ig_2/I-set/ig/C2-set_2/V-set/C1-set/fn3/Ig_6
FBgn0288229,ABC2_membrane/ABC_tran/ABC2_membrane_7/AAA_21/RsgA_GTPase/MnmE_helical
FBgn0003295,Rhomboid
FBgn0052320,DC_STAMP
FBgn0035216,DUF229
FBgn0011204,Ldl_recept_b/SGL
FBgn0010333,Ras/Roc/Arf
FBgn0035236,Solute_trans_a
FBgn0067864,PDZ/PDZ_6/PDZ_2
FBgn0035280,Chitin_bind_4
FBgn0035279,Chitin_bind_4
FBgn0022702,Glyco_hydro_18
FBgn0027594,Laminin_EGF/DSL/hEGF/EGF_2/EGF
FBgn0013342,Synaptobrevin
FBgn0052313,CAP
FBgn0035285,TMEM_230_134
FBgn0035300,Aa_trans
FBgn0035293,SSF
FBgn0035290,CD36
FBgn0004636,Ras/Roc/Arf/GTP_EFTU/MMR_HSR1/MnmE_helical/G-alpha/RsgA_GTPase
FBgn0035281,Chitin_bind_4
FBgn0040507,Guanylate_cyc/AC_N
FBgn0052301,Guanylate_cyc
FBgn0052305,Guanylate_cyc
FBgn0035325,CBM_14
FBgn0052304,CBM_14
FBgn0052302,CBM_14
FBgn0035328,MRJP
FBgn0041709,MRJP
FBgn0015360,Xylo_C/Branch/WSC
FBgn0035321,Cytochrom_B561
FBgn0016794,PH
FBgn0053233,Sugar_tr/MFS_1
FBgn0053234,MFS_1/Sugar_tr/MFS_1_like
FBgn0020509,TIL
FBgn0011828,An_peroxidase/I-set/Ig_3/Ig_2/ig/LRR_8/LRR_4/V-set/C2-set_2/VWC/LRR_9/Ig_C17orf99/LRR_5/LRRNT
FBgn0035343,DUF725
FBgn0035382,7tm_6
FBgn0035385,7tm_1/7TM_GPCR_Srw/7TM_GPCR_Srx
FBgn0040308,AhpC-TSA/1-cysPrx_C/Redoxin
FBgn0035390,Scramblase
FBgn0052846,DUF745
FBgn0035379,Spaetzle
FBgn0035372,DUF3105
FBgn0052280,zf-LITAF-like/zf_Rg
FBgn0052284,CBM_14
FBgn0035412,CBM_14
FBgn0001233,HSP90/HATPase_c_3/HATPase_c
FBgn0035427,CBM_14
FBgn0035430,CBM_14
FBgn0035432,Cation_efflux
FBgn0052279,Gamma-thionin/Toxin_3
FBgn0052283,Gamma-thionin
FBgn0052282,Gamma-thionin
FBgn0035434,Gamma-thionin/Toxin_3
FBgn0004167,Spectrin/CH/PH_9/PH/SH3_9/SH3_2/SH3_1/CAMSAP_CH
FBgn0035444,BRI3
FBgn0035445,Sulfatase/Phosphodiest
FBgn0052268,Gamma-thionin
FBgn0052274,Gamma-thionin
FBgn0035425,PP2C
FBgn0053160,Trypsin/Trypsin_2
FBgn0052277,Trypsin/Trypsin_2
FBgn0053159,Trypsin/Trypsin_2
FBgn0052271,Trypsin/Trypsin_2/DUF1986
FBgn0035409,Ins_allergen_rp
FBgn0035400,MFS_1/MFS_1_like
FBgn0026189,Prominin/Tweety
FBgn0035398,Glyco_hydro_18/CBM_14
FBgn0005640,Pkinase/PK_Tyr_Ser-Thr
FBgn0035452,Fibrinogen_C
FBgn0035453,Lipase/Abhydrolase_6
FBgn0014388,Sprouty
FBgn0026592,DUF4728
FBgn0004910,EF-hand_7/EF-hand_1/EF-hand_6/EF-hand_5/EF-hand_8/SPARC_Ca_bdg/EF-hand_9/EF-hand_10/EF-hand_4
FBgn0035468,7tm_7/Trehalose_recp
FBgn0035458,ASC
FBgn0035490,Chitin_bind_4
FBgn0035496,Trypsin
FBgn0035498,Kindlin_2_N/FERM_M/PH/PH_20
FBgn0003206,Ras/Roc/Arf/MnmE_helical/GTP_EFTU/MMR_HSR1
FBgn0004552,Adipokin_hormo
FBgn0052260,Trypsin/CLIP
FBgn0035501,Trypsin/CLIP/DUF1986
FBgn0003710,TipE
FBgn0035513,Chitin_bind_4
FBgn0035523,Choline_transpo
FBgn0041630,Glyco_hydro_20/Glycohydro_20b2
FBgn0035528,UPF0220
FBgn0001257,Ig_3/I-set/Ig_2/ig/V-set
FBgn0035512,Chitin_bind_4
FBgn0035511,Chitin_bind_4
FBgn0035510,Chitin_bind_4
FBgn0035508,Mucin-like
FBgn0040697,TipE
FBgn0035505,TipE
FBgn0011653,Trypsin/CLIP_SPH_mas
FBgn0004574,Sec1
FBgn0024179,PK_Tyr_Ser-Thr/Pkinase
FBgn0035539,EMI/EGF_CA/FXa_inhibition/cEGF/EGF
FBgn0035543,Zona_pellucida
FBgn0000038,Neur_chan_LBD/Neur_chan_memb
FBgn0052248,GYR
FBgn0035551,GYR/YLP/Acetone_carb_G
FBgn0035552,GYR/YLP
FBgn0014073,PK_Tyr_Ser-Thr/Pkinase
FBgn0035554,GRP
FBgn0035538,7tm_1/7TM_GPCR_Srx/7TM_GPCR_Srv
FBgn0035533,FCH/SH3_1/SH3_9/HR1
FBgn0066365,Zona_pellucida
FBgn0035574,RhoGEF
FBgn0035582,GYR/YLP/DUF2312
FBgn0028699,Ammonium_transp
FBgn0052237,GYR/YLP
FBgn0035575,LRR_8/LRR_4/LRR_5/LRR_1/LRR_9
FBgn0005775,LRR_8/LRR_5/LRR_4/LRR_9/LRR_1
FBgn0030234,MARVEL
FBgn0030251,XendoU
FBgn0030261,SVWC
FBgn0021742,EGF/EGF_2/DSL/Laminin_EGF/hEGF
FBgn0052670,Ras/Roc/Arf/GTP_EFTU/MMR_HSR1
FBgn0052671,Ras/Roc/Arf/MMR_HSR1
FBgn0017561,Ion_trans_2/Ion_trans
FBgn0030245,Metallophos_C/Metallophos/Pur_ac_phosph_N
FBgn0052669,SSF
FBgn0027498,LANC_like
FBgn0030271,SVWC
FBgn0000499,DIX/PDZ/DEP/Dishevelled/PDZ_6/TFIIA
FBgn0030270,SVWC
FBgn0052667,SVWC
FBgn0030300,DAGK_cat/YegS_C
FBgn0030310,Amidase_2
FBgn0030318,Rhomboid/EF-hand_1/EF-hand_7/EF-hand_6/EF-hand_8/EF-hand_5
FBgn0004370,fn3/Y_phosphatase/Pur_ac_phosph_N/Interfer-bind/PTP_tm/NDNF_C/Tissue_fac/DSPc
FBgn0030326,SVWC
FBgn0030309,MARVEL
FBgn0030298,7tm_6
FBgn0045502,7tm_7
FBgn0030297,7tm_7
FBgn0030331,MFS_1/Sugar_tr
FBgn0002577,Zona_pellucida
FBgn0030334,VDE
FBgn0030343,HMA/E1-E2_ATPase/Hydrolase
FBgn0030362,SGL
FBgn0030361,G_glu_transpept
FBgn0001083,Sushi/Lectin_C/HRM/F5_F8_type_C
FBgn0003865,Tsg
FBgn0000808,Trypsin/GD_N/DUF1986
FBgn0030349,Anoctamin/Anoct_dimer
FBgn0030394,Chitin_bind_4
FBgn0002562,Hemocyanin_C/Hemocyanin_M/Hemocyanin_N
FBgn0030398,Chitin_bind_4
FBgn0030391,Ras/Roc/SOCS_box/Arf
FBgn0030390,DUF4766
FBgn0030385,SBP_bac_3
FBgn0030412,LLGL/WD40/ANAPC4_WD40/WD40_like/Synaptobrevin/Lgl_C
FBgn0030425,Peptidase_M13_N/Peptidase_M13
FBgn0030438,Kazal_2
FBgn0030452,MFS_1
FBgn0052645,Acyl_transf_3/NRF
FBgn0004456,Integrin_alpha2/FG-GAP/FG-GAP_3/HisK_sensor/Integrin_alpha
FBgn0052638,AGTRAP
FBgn0030439,Kazal_2/Kazal_1
FBgn0030437,7tm_2/HRM
FBgn0030466,LRR_8/LRR_4/7tm_2/HRM
FBgn0030493,Chitin_bind_4
FBgn0030494,Chitin_bind_4
FBgn0030521,Peptidase_C1/Propeptide_C1
FBgn0030539,YLP/Cuticle_3
FBgn0030541,Cuticle_3
FBgn0052603,Cuticle_3
FBgn0030543,Cuticle_3
FBgn0004649,Ldl_recept_a/Ldl_recept_b/cEGF/FXa_inhibition/EGF_CA/SGL
FBgn0052600,ig/Ig_3/I-set/V-set/Ig_2
FBgn0015010,CAP
FBgn0020508,CAP
FBgn0030576,MFS_1/BT1
FBgn0015774,Laminin_N/Laminin_EGF/NTR
FBgn0030574,AA_permease_2/AA_permease
FBgn0000535,Ion_trans/PAS_9/cNMP_binding/Ion_trans_2/PAS
FBgn0030603,LRR_8
FBgn0030600,PHR/RCC1/RCC1_2/SH3_3/Filamin/zf-RING_2
FBgn0030598,GMC_oxred_N/GMC_oxred_C/Pyr_redox_2/DAO
FBgn0030597,GMC_oxred_C/GMC_oxred_N
FBgn0030596,GMC_oxred_N/GMC_oxred_C/Lycopene_cycl/DAO/FAD_binding_2/NAD_binding_8
FBgn0030594,GMC_oxred_N/GMC_oxred_C/DAO/NAD_binding_8
FBgn0030593,GMC_oxred_N/GMC_oxred_C/DAO
FBgn0030592,GMC_oxred_N/GMC_oxred_C
FBgn0030590,GMC_oxred_N/GMC_oxred_C/FAD_binding_2
FBgn0030589,GMC_oxred_N/GMC_oxred_C/FAD_binding_2/Lycopene_cycl/DAO/NAD_binding_8
FBgn0030588,GMC_oxred_N/GMC_oxred_C/FAD_binding_2/Lycopene_cycl/DAO/NAD_binding_8
FBgn0030587,GMC_oxred_N/GMC_oxred_C/FAD_binding_2/DAO/Lycopene_cycl/NAD_binding_8/Pyr_redox_2
FBgn0030586,GMC_oxred_N/GMC_oxred_C/FAD_binding_2/DAO/Lycopene_cycl/Pyr_redox_2/Pyr_redox_3/NAD_binding_8/Thi4
FBgn0003301,Guanylate_cyc/AC_N/Adcy_cons_dom
FBgn0015926,EF-hand_2/ZZ
FBgn0030617,Sushi/Lectin_C/F5_F8_type_C
FBgn0030638,SBF/SBF_like
FBgn0030661,Alk_phosphatase
FBgn0003463,VWC/CHRD
FBgn0001105,WD40/ANAPC4_WD40/NBCH_WD40/eIF2A/WD40_like
FBgn0003392,Dynamin_M/Dynamin_N/GED/PH
FBgn0030706,Ldl_recept_b/Ldl_recept_a/FXa_inhibition/SGL/cEGF/DUF5050/EGF_CA/Sigma_reg_N
FBgn0030707,Neur_chan_LBD/Neur_chan_memb
FBgn0045073,SOAR/SAM_2/SAM_1
FBgn0030703,Cyt-b5
FBgn0026076,Rad60-SLD_2
FBgn0000319,Clathrin/Clathrin_propel/Clathrin_H_link/Clathrin-link/Coatomer_WDAD
FBgn0030695,Amidase_2
FBgn0030688,Trypsin
FBgn0052579,XK-related
FBgn0030740,DUF1397
FBgn0004598,Peptidase_S8/S8_pro-domain/P_proprotein/GF_recep_IV/Furin-like/Furin-like_2/VSP
FBgn0030747,PhoLip_ATPase_C/PhoLip_ATPase_N/Cation_ATPase/E1-E2_ATPase/Hydrolase
FBgn0026181,Pkinase/PK_Tyr_Ser-Thr/Rho_Binding/PH/C1_1
FBgn0030752,CDC50
FBgn0030746,PhoLip_ATPase_C/PhoLip_ATPase_N/Cation_ATPase/E1-E2_ATPase/Hydrolase
FBgn0030766,7tm_2/Dicty_CAR
FBgn0030776,Trypsin
FBgn0052571,DUF243
FBgn0052570,DUF243
FBgn0052569,DUF243
FBgn0052574,DUF243
FBgn0030795,ASC
FBgn0030796,G_glu_transpept
FBgn0027556,UNC-93/MFS_1/MFS_1_like
FBgn0001250,Integrin_alpha2/FG-GAP/FG-GAP_3/Integrin_alpha
FBgn0027528,Peptidase_M13_N
FBgn0030777,Trypsin
FBgn0030775,Trypsin/Trypsin_2/DUF1986
FBgn0030774,Trypsin/Trypsin_2
FBgn0030773,Trypsin/Trypsin_2
FBgn0030808,RhoGAP
FBgn0030816,Aa_trans
FBgn0030817,Aa_trans
FBgn0052564,Cuticle_3
FBgn0030828,Lipase
FBgn0030815,Peptidase_M14/Propep_M14
FBgn0030805,DnaJ/TM2
FBgn0030841,DUF4773
FBgn0026313,PID/PDZ/PDZ_6
FBgn0026192,PB1/PDZ/PDZ_6
FBgn0030870,Claudin_2/PMP22_Claudin
FBgn0052557,Cu-oxidase_3/Cu-oxidase_2/Cu-oxidase
FBgn0030880,Fibrinogen_C/ISG65-75
FBgn0030884,Lipase
FBgn0030890,EXS/SPX
FBgn0083228,EF-hand_1/EF-hand_7/EF-hand_6/EF-hand_5/EF-hand_8/EF-hand_4
FBgn0022355,Transferrin/Phosphonate-bd
FBgn0004956,Unpaired
FBgn0030904,Unpaired
FBgn0030947,Astacin
FBgn0030941,TNFR_c6
FBgn0030932,G_glu_transpept
FBgn0010194,wnt
FBgn0030929,MBF2
FBgn0030928,MBF2
FBgn0030926,Trypsin/Trypsin_2
FBgn0030925,Trypsin/Trypsin_2
FBgn0030964,PDGF
FBgn0030954,7tm_1/7TM_GPCR_Srsx/7TM_GPCR_Srx
FBgn0030980,DUF4766
FBgn0030992,Band_7/Band_7_1
FBgn0030993,Band_7/Band_7_1
FBgn0030996,Tmemb_185A
FBgn0030999,CBM_14
FBgn0031000,CBM_14
FBgn0031011,MFS_1/MFS_1_like/MFS_2
FBgn0031010,MFS_1
FBgn0030997,Frag1
FBgn0030989,Innexin
FBgn0030985,PBP_GOBP
FBgn0031032,Acyl_transf_3/NRF
FBgn0031034,Acyl_transf_3/NRF
FBgn0010341,Ras/Roc/Arf/GTP_EFTU
FBgn0031058,Trypsin/DUF1986
FBgn0043903,fn3/Pur_ac_phosph_N
FBgn0031053,Jiraiya
FBgn0031033,Acyl_transf_3/NRF
FBgn0031030,Pkinase/PK_Tyr_Ser-Thr
FBgn0031064,AA_permease_2/AA_permease/AA_permease_C
FBgn0010380,Adaptin_N/Cnd1/B2-adapt-app_C/HEAT_2/Alpha_adaptinC2/HEAT/Arm/PDS5/Cnd3/HEAT_EZ/CLASP_N
FBgn0031065,DUF4203
FBgn0052528,CH/CAMSAP_CH
FBgn0031068,Evr1_Alr
FBgn0036950,CBM_14
FBgn0036953,CBM_14
FBgn0024814,Clathrin_lg_ch
FBgn0036969,Serpin
FBgn0052225,Lamp
FBgn0052227,TSP_1/TSP1_spondin
FBgn0036952,CBM_14
FBgn0036951,CBM_14
FBgn0036949,CBM_14
FBgn0036948,CBM_14
FBgn0036947,CBM_14
FBgn0036940,CBM_14
FBgn0036939,Lipase_GDSL/Lipase_GDSL_2
FBgn0036937,Lig_chan/Lig_chan-Glu_bd
FBgn0036934,7tm_1/7TM_GPCR_Srsx/7TM_GPCR_Srw
FBgn0036919,GRASP55_65/PDZ_6/Peptidase_M50/PDZ_2
FBgn0004852,Guanylate_cyc/AC_N
FBgn0036926,EF-hand_7/EF-hand_1/EF-hand_6/EF-hand_8/EF-hand_5/EF-hand_4/SPARC_Ca_bdg
FBgn0013303,EF-hand_7/EF-hand_1/EF-hand_6/EF-hand_5/EF-hand_8/SPARC_Ca_bdg/EF-hand_4
FBgn0052220,CTP_transf_3/NTP_transf_3
FBgn0036922,Atthog/L_HMGIC_fpl
FBgn0036880,Chitin_bind_4
FBgn0036881,Chitin_bind_4
FBgn0036891,Trypsin/Trypsin_2/DUF1986
FBgn0020277,PBP_GOBP
FBgn0005564,Ion_trans/BTB_2/Shal-type/Ion_trans_2/DUF3399/BTB_3
FBgn0036861,Collagen
FBgn0036858,Trypsin
FBgn0036834,Solute_trans_a
FBgn0016797,Frizzled/Fz
FBgn0052203,Serpin
FBgn0036847,DUF3456
FBgn0015586,Serpin
FBgn0036837,GDPD/CBM_20
FBgn0036836,GDPD/CBM_20
FBgn0052204,DUF4728/Tetraspanin
FBgn0036833,Endonuclease_NS
FBgn0036801,Ank_4/Ank/Ank_2/Ank_3/Ank_5
FBgn0040323,CBM39/Glyco_hydro_16
FBgn0036817,Trypsin/DUF1986
FBgn0036822,Ninjurin
FBgn0036831,Endonuclease_NS
FBgn0036832,Trypsin
FBgn0036829,Lig_chan/Lig_chan-Glu_bd
FBgn0036816,Na_sulph_symp/CitMHS
FBgn0040322,CBM39/Glyco_hydro_16
FBgn0036795,P4Ha_N/2OG-FeII_Oxy_3
FBgn0052201,P4Ha_N/2OG-FeII_Oxy_3
FBgn0052199,P4Ha_N/2OG-FeII_Oxy_3
FBgn0036787,AIG2_2/GGACT
FBgn0036782,Hemocyanin_C/Hemocyanin_N/Hemocyanin_M
FBgn0001134,Neur_chan_LBD/Neur_chan_memb
FBgn0036765,Sulfatase/Phosphodiest
FBgn0036768,Sulfatase/Phosphodiest
FBgn0036770,Sulfate_transp/STAS
FBgn0036769,Tetraspanin/CD20
FBgn0036767,DUF3421
FBgn0036766,DUF3421
FBgn0036764,AA_permease_2/AA_permease/AA_permease_C
FBgn0036757,Lig_chan
FBgn0052191,Sulfatase/Phosphodiest
FBgn0052190,EF-hand_7/EF-hand_6/EF-hand_1/EF-hand_5
FBgn0036732,OATP/MFS_1/Kazal_2
FBgn0052185,Attacin_C
FBgn0036738,Trypsin/Trypsin_2
FBgn0036741,Mem_trans/DEP/Saf_2TM
FBgn0036742,7tm_1/7TM_GPCR_Srx
FBgn0036745,Sep15_SelM
FBgn0052183,TSP1_CCN/VWC
FBgn0036752,A_deaminase/A_deaminase_N/AMP_deaminase
FBgn0052179,EGF
FBgn0023197,Trypsin/Trypsin_2
FBgn0036727,Neur_chan_LBD/Neur_chan_memb
FBgn0027660,SNF
FBgn0036715,Cadherin/Cadherin_2/Cadherin_3
FBgn0036712,PKD_channel/Polycystin_dom/Ion_trans
FBgn0036709,7tm_6
FBgn0036688,Kindlin_2_N/FERM_M/PH
FBgn0011293,OS-D
FBgn0036678,DUF4774
FBgn0043577,Amidase_2
FBgn0036659,Glyco_hydro_1
FBgn0004108,COesterase/Abhydrolase_3
FBgn0003250,7tm_1/7TM_GPCR_Srsx/7tm_4/7TM_GPCR_Srv
FBgn0043578,Amidase_2
FBgn0000017,PK_Tyr_Ser-Thr/Pkinase/F_actin_bind/SH2/SH3_1/SH3_2/SH3_9
FBgn0036643,SNARE/Use1
FBgn0036601,Retinin_C/Cuticle_3
FBgn0036606,Retinin_C/Cuticle_3
FBgn0040074,Retinin_C
FBgn0040794,Retinin_C
FBgn0036612,Trypsin
FBgn0053257,DUF745
FBgn0036617,Chitin_bind_4
FBgn0036618,Chitin_bind_4
FBgn0028399,Serinc
FBgn0003515,ABC2_membrane/ABC_tran/ABC2_membrane_7/AAA_21
FBgn0036639,GYR/YLP
FBgn0026061,His_Phos_2
FBgn0036638,YLP/GYR
FBgn0004569,Argos
FBgn0036619,Chitin_bind_4
FBgn0036608,Retinin_C
FBgn0036605,Retinin_C
FBgn0036602,Retinin_C
FBgn0036600,Retinin_C/Cuticle_3
FBgn0044028,PAE
FBgn0036598,Retinin_C
FBgn0036587,LRR_8/LRR_4/LRR_5/LRR_1/LRR_6/LRR_9
FBgn0036584,DUF4797
FBgn0036583,DUF4797
FBgn0036565,Cu2_monoox_C/Cu2_monooxygen/DOMON
FBgn0036545,PLA2G12
FBgn0036556,NIF
FBgn0036501,MtN3_slv
FBgn0036504,MRJP
FBgn0004589,L71
FBgn0004591,L71
FBgn0004594,L71
FBgn0014849,L71
FBgn0014851,L71
FBgn0010105,Comm
FBgn0041160,Comm
FBgn0014850,L71
FBgn0014848,L71
FBgn0004593,L71
FBgn0004590,L71
FBgn0004588,L71
FBgn0036509,FG-GAP_3/FG-GAP
FBgn0029114,LRR_8/LRR_4/LRR_5/LRR_1/TIR_2/TIR/LRR_9
FBgn0036491,Bestrophin
FBgn0036494,LRR_8/LRR_4/LRR_5/LRR_1/LRR_9/TIR/TIR_2
FBgn0036495,TIL
FBgn0036492,Bestrophin
FBgn0002778,AA_permease_2/AA_permease
FBgn0036461,Zip
FBgn0036481,DUF4789
FBgn0036474,7tm_6
FBgn0036463,Kazal_2/Kazal_1
FBgn0041604,Glypican/DUF4799
FBgn0036454,DB/fn3/Ig_3/ig/I-set/Ig_2/V-set/Pur_ac_phosph_N
FBgn0036436,Trypsin/Trypsin_2
FBgn0036427,Trypsin/Trypsin_2/DUF1986
FBgn0036416,Pentapeptide_2/GLTT/Kazal_2
FBgn0036417,Kazal_2
FBgn0001085,Frizzled/Fz/7tm_2
FBgn0000639,Hemocyanin_C/Hemocyanin_N
FBgn0043550,Tetraspanin
FBgn0029167,VWD/C8/F5_F8_type_C/TIL/Pacifastin_I
FBgn0001216,HSP70/MreB_Mbl
FBgn0036410,Hemocyanin_N/Hemocyanin_C/Hemocyanin_M
FBgn0036391,EB
FBgn0026376,RasGEF/RasGEF_N/RA
FBgn0036368,Guanylate_cyc/PK_Tyr_Ser-Thr/ANF_receptor/Pkinase/Peripla_BP_6/HNOBA
FBgn0036367,Lipase
FBgn0053262,DM4_12
FBgn0023095,LRR_8/LRR_4/LRR_5/LRR_1/LRR_9
FBgn0003034,Sex_peptide
FBgn0001256,CNDH2_C
FBgn0036363,CBM_14
FBgn0036361,CBM_14
FBgn0053263,CBM_14
FBgn0036321,Endonuclease_NS/Endonuclea_NS_2
FBgn0036323,Endonuclease_NS
FBgn0036341,Syntaxin_2/SNARE/Syntaxin
FBgn0010452,LRR_8/LRR_4/LRR_5/LRR_1/LRR_9/LRRCT
FBgn0036343,DM4_12
FBgn0041622,7tm_6
FBgn0014007,Y_phosphatase/fn3/Ig_3/DSPc/ig/Pur_ac_phosph_N/I-set/V-set/Y_phosphatase3/Ig_2/PTPlike_phytase/V-set_CD47
FBgn0036319,Nucleoside_tran
FBgn0036317,RRM_1/Nup35_RRM/RRM_7
FBgn0036316,Sugar_tr/MFS_1
FBgn0011279,PBP_GOBP
FBgn0036299,Transferrin/Phosphonate-bd
FBgn0036287,Trypsin/Trypsin_2
FBgn0036279,SLC12/AA_permease/AA_permease_N
FBgn0036278,7tm_1
FBgn0013997,Laminin_G_2/Laminin_G_1/F5_F8_type_C/Laminin_G_3/EGF
FBgn0027843,Carb_anhydrase
FBgn0000592,COesterase/BD-FAE/Abhydrolase_3
FBgn0000594,COesterase/BD-FAE/Abhydrolase_3
FBgn0036264,Trypsin/Trypsin_2/DUF1986
FBgn0036260,7tm_1/7TM_GPCR_Srsx/7TM_GPCR_Srx
FBgn0036250,Lig_chan
FBgn0036226,CBM_14
FBgn0036227,CBM_14/RANK_CRD_2
FBgn0036229,CBM_14
FBgn0036232,CBM_14/PT
FBgn0036235,Anoctamin/Anoct_dimer
FBgn0036240,Sulfate_transp/STAS
FBgn0041096,Ank_2/Ank/Ank_4/Ank_3/Ank_5/TPR_16/AAA_16
FBgn0053265,CBM_14
FBgn0028573,Pericardin_rpt
FBgn0036230,CBM_14
FBgn0036228,CBM_14
FBgn0036225,CBM_14
FBgn0036220,CBM_14
FBgn0015278,PI3_PI4_kinase/PI3Ka/PI3K_rbd/C2/PX/PI3K_C2
FBgn0028667,ATP-synt_C
FBgn0028668,ATP-synt_C
FBgn0052091,ABC_tran/ABC2_membrane/AAA_21/RsgA_GTPase/ABC2_membrane_7
FBgn0036191,MFS_1_like/MFS_1/Nuc_H_symport/LacY_symp
FBgn0041231,7tm_7
FBgn0036202,Ldl_recept_a
FBgn0040817,SVWC
FBgn0036198,QVR
FBgn0036186,ERAP1_C/Peptidase_M1_N/Peptidase_M1
FBgn0036145,I-set/Ig_3/ig/Ig_2/C2-set_2
FBgn0036146,Ig_3/I-set/ig/Ig_2/C2-set_2
FBgn0036150,Lig_chan
FBgn0036147,2OG-FeII_Oxy/Anp1
FBgn0036108,Chitin_bind_4
FBgn0036109,Chitin_bind_4
FBgn0036110,Chitin_bind_4
FBgn0052079,Aa_trans
FBgn0052081,Aa_trans
FBgn0036116,Aa_trans
FBgn0036131,Mucin
FBgn0052082,IMD/SH3_1/SH3_9/SH3_2
FBgn0036141,MIG-14_Wnt-bd
FBgn0052069,Yos1
FBgn0052068,ARD/Cupin_2/AraC_binding
FBgn0036102,DUF4766
FBgn0036085,Motile_Sperm/BACON_2
FBgn0036070,CAP
FBgn0036080,7tm_6
FBgn0036078,7tm_6
FBgn0052055,LRR_8/LRR_4/LRR_5/LRR_1/LRR_9
FBgn0052057,Ig_3/I-set/ig/V-set/Ig_2
FBgn0036072,CAP
FBgn0052054,Sugar_tr/MFS_1
FBgn0052053,Sugar_tr/MFS_1
FBgn0036066,Sugar_tr
FBgn0036043,HCO3_cotransp/Band_3_cyto
FBgn0044051,Insulin
FBgn0036046,Insulin
FBgn0044328,ASMase_C/Metallophos
FBgn0026404,Peptidase_C14
FBgn0040823,Ig_3/I-set/V-set/ig/Ig_2
FBgn0036058,Tmemb_55A
FBgn0004390,RasGAP/C2/PH/BTK
FBgn0044048,Insulin
FBgn0044049,Insulin/Ins_beta
FBgn0044050,Insulin
FBgn0036009,7tm_6/7tm_7
FBgn0036022,Trypsin/Trypsin_2
FBgn0036023,Trypsin/Trypsin_2
FBgn0036024,Trypsin/Trypsin_2
FBgn0045823,MGC-24
FBgn0036040,LRR_8/LRR_4/LRR_1/LRR_5/LRR_9/LRR_6
FBgn0040475,BAR_3_WASP_bdg/PX/SH3_1/SH3_9/SH3_2
FBgn0036019,7tm_6
FBgn0036015,Trypsin/Trypsin_2
FBgn0036007,Aa_trans
FBgn0035969,SNF
FBgn0035971,Trypsin
FBgn0035975,Amidase_2
